"OBJECTID","ACRES","STATE","FIRE_NAME","YEAR","STARTMONTH","STARTDAY","FIRE_TYPE","LATITUDE","LONGITUDE"
11294,21593,"NV","VEGAS",2006,6,27,"Wildfire",36.73,-115.052
11295,3614,"NV","BULLFROG",2006,7,25,"Wildfire",36.912,-116.948
11296,1019,"NV","DAVIES",2006,5,1,"Wildfire",36.948,-114.481
11297,3047,"NV","SAWTOOTH",2006,7,8,"Wildfire",36.955,-116.851
11298,18846,"NV","BEATTY",2006,7,8,"Wildfire",36.957,-116.57
11299,5242,"NV","UNNAMED",2006,7,15,"Unknown",37.085,-115.124
11300,5654,"NV","TEXAS",2006,7,3,"Wildfire",37.284,-114.976
11301,2615,"NV","CEDAR FIRE",2006,7,4,"Wildfire",37.348,-114.134
11302,2670,"NV","DUSKY",2006,9,6,"Wildfire",37.35,-114.494
11303,12869,"NV","HIGBY",2006,8,23,"Wildfire",37.423,-115.101
11304,1660,"NV","TWIN SPRINGS",2006,7,5,"Wildfire",37.455,-115.026
11305,1082,"NV","HIKO",2006,7,2,"Wildfire",37.466,-115.308
11306,23506,"NV","RANGE",2006,7,24,"Wildfire",37.467,-114.993
11307,5890,"NV","SPRINGER",2006,7,23,"Wildfire",37.617,-115.293
11308,23841,"NV","HAMBLY",2006,7,23,"Wildfire",37.701,-115.05
11309,2679,"NV","MUSTANG",2006,7,25,"Wildfire",37.726,-114.928
11310,7368,"NV","UNNAMED",2006,6,29,"Unknown",37.891,-114.728
11311,3410,"NV","ROCKY",2006,6,9,"Wildfire",37.897,-115.135
11312,3150,"NV","OREANA",2006,9,7,"Wildfire",37.915,-115.056
11313,1102,"NV","TROY PEAK",2006,7,2,"Wildfire",38.245,-115.526
11314,8803,"NV","SHERWOOD",2006,6,25,"Wildfire",38.265,-115.424
11315,1594,"NV","PEERS",2006,7,26,"Wildfire",38.279,-114.699
11316,3307,"NV","KICKSMILLER",2006,7,26,"Wildfire",38.352,-114.751
11317,6324,"NV","JACKASS",2006,7,17,"Wildfire",38.592,-119.376
11318,1510,"NV","GUBLER",2006,7,21,"Wildfire",38.655,-115.074
11319,5896,"NV","UNNAMED",2006,7,3,"Unknown",39.211,-119.704
11320,3147,"NV","4 WHEELER",2006,7,28,"Wildfire",39.293,-114.497
11321,1739,"NV","SIX MILE 2",2006,7,22,"Wildfire",39.33,-119.6
11322,2734,"NV","LUSETTI",2006,7,8,"Wildland Fire Use",39.44,-114.914
11323,1279,"NV","RX",2006,8,18,"Prescribed Fire",39.461,-115.129
11324,4025,"NV","VIIRGINIA",2006,6,26,"Wildfire",39.514,-119.29
11325,7222,"NV","OLINGHOUSE",2006,6,23,"Wildfire",39.521,-119.428
11326,5765,"NV","VERDI (STONE RIDGE)",2006,8,11,"Wildfire",39.552,-119.941
11327,1986,"NV","SILVER CREEK",2006,7,27,"Wildfire",39.664,-116.968
11328,6883,"NV","STORMCLOUD",2006,7,11,"Wildfire",39.85,-117.555
11329,4966,"NV","HALL",2006,7,22,"Wildfire",39.949,-116.966
11330,1176,"NV","ANTELOPE RANGE WEST BENCH RX",2006,9,9,"Prescribed Fire",39.972,-114.468
11331,6508,"NV","BOOTLEGGER",2006,8,6,"Wildfire",40.008,-119.969
11332,7164,"NV","GAP",2006,9,6,"Wildfire",40.07,-117.384
11333,2291,"NV","COTTONWOOD BASIN",2006,7,24,"Wildfire",40.076,-117.305
11334,2985,"NV","MOON VALLEY II",2006,7,24,"Wildfire",40.129,-117.082
11335,3071,"NV","EMPIRE",2006,6,25,"Wildfire",40.34,-119.356
11336,1473,"NV","HAY",2006,9,3,"Wildfire",40.379,-116.087
11337,3274,"NV","FRENCHIE",2006,6,6,"Wildfire",40.421,-116.282
11338,5982,"NV","POITO",2006,6,27,"Wildfire",40.421,-119.327
11339,1396,"NV","PORTER",2006,6,23,"Wildfire",40.449,-118.78
11340,28092,"NV","SAGE",2006,6,26,"Wildfire",40.465,-118.597
11341,10692,"NV","SNEEKEE",2006,6,26,"Wildfire",40.481,-115.782
11342,3508,"NV","305",2006,8,22,"Wildfire",40.545,-117.013
11343,2337,"NV","BARTH 1",2006,6,20,"Wildfire",40.596,-116.305
11344,14523,"NV","WEBB",2006,9,3,"Wildfire",40.632,-116.099
11345,1668,"NV","NINE MILE",2006,7,23,"Wildfire",40.668,-114.792
11346,4869,"NV","SMELSER PASS",2006,7,22,"Wildfire",40.689,-117.419
11347,9436,"NV","EAST HUMBOLDT",2006,8,20,"Wildfire",40.728,-115.855
11348,81760,"NV","SUZIE",2006,6,25,"Wildfire",40.825,-116.028
11349,2500,"NV","SQUAW",2006,6,25,"Wildfire",40.844,-119.527
11350,2357,"NV","MM 168",2006,6,28,"Wildfire",40.895,-117.929
11351,14156,"NV","MUDD",2006,8,23,"Wildfire",40.912,-115.795
11352,2160,"NV","IZZENHOOD FLATS",2006,6,30,"Wildfire",40.94,-117.009
11353,1292,"NV","RED HOUSE",2006,7,4,"Wildfire",40.954,-116.153
11354,1426,"NV","DUCK",2006,6,26,"Wildfire",40.988,-119.769
11355,10297,"NV","ELBURZ 1",2006,6,25,"Wildfire",40.993,-115.494
11356,153120,"NV","SHEEP",2006,9,3,"Wildfire",41.041,-116.647
11357,47655,"NV","BASCO",2006,7,26,"Wildfire",41.044,-115.977
11358,1004,"NV","BLUE MTN",2006,7,8,"Wildfire",41.045,-118.201
11359,1175,"NV","KRUM HILLS",2006,7,23,"Wildfire",41.064,-117.825
11360,10662,"NV","NORTH ANTELOPE",2006,6,26,"Wildfire",41.072,-116.517
11361,17237,"NV","NORTH BLUE MOUNTAIN",2006,7,22,"Wildfire",41.113,-117.959
11362,2245,"NV","EDEN",2006,7,12,"Wildfire",41.117,-117.429
11363,2692,"NV","BLOODY RUNS",2006,9,19,"Wildfire",41.131,-117.714
11364,39366,"NV","MARBLE",2006,7,24,"Wildfire",41.142,-115.392
11365,2181,"NV","PEQUOP",2006,8,7,"Wildfire",41.186,-114.646
11366,4931,"NV","TAYLOR",2006,7,27,"Wildfire",41.266,-116.062
11367,7022,"NV","SUGARLOAF 1",2006,8,15,"Wildfire",41.279,-115.547
11368,242873,"NV","WINTERS",2006,7,25,"Wildfire",41.421,-116.679
11369,1141,"NV","SOLDIER",2006,7,23,"Wildfire",41.425,-119.16
11370,154036,"NV","CHARLESTON",2006,8,15,"Wildfire",41.431,-115.421
11371,1143,"NV","RODEAR",2006,8,16,"Wildfire",41.459,-116.971
11372,23895,"NV","SNOW CANYON",2006,8,20,"Wildfire",41.463,-116.06
11373,105310,"NV","AMAZON",2006,9,3,"Wildfire",41.49,-116.355
11374,1544,"NV","MCCONNELL",2006,7,8,"Wildfire",41.507,-117.752
11375,3331,"NV","NEW YORK PEAK",2006,7,24,"Wildfire",41.61,-118.702
11376,18280,"NV","DEER",2006,9,3,"Wildfire",41.612,-115.091
11377,2738,"NV","SILVER LAKE",2006,9,3,"Wildfire",41.726,-116.698
11378,5101,"NV","COVERT",2006,6,27,"Wildfire",41.784,-118.164
11379,7631,"NV","TP",2006,8,16,"Wildfire",41.831,-114.227
11380,5780,"NV","TRIDENT",2006,7,23,"Wildfire",41.889,-118.499
11381,943,"NY","CHERRYTOWN FIRE",2006,4,30,"Wildfire",41.857,-74.367
11382,4191,"OK","ARKANSASLE",2006,1,18,"Wildfire",34.021,-97.856
11383,1133,"OK","UNNAMED",2006,1,25,"Unknown",34.093,-95.802
11384,1886,"OK","UNNAMED",2006,7,29,"Wildfire",34.235,-95.31
11385,6843,"OK","BIALOCO",2006,3,2,"Wildfire",34.314,-97.668
11386,6577,"OK","MILL CREEK",2006,8,16,"Wildfire",34.357,-95.879
11387,3825,"OK","ARBUCKLE 2",2006,2,16,"Wildfire",34.38,-97.154
11388,2882,"OK","NORTH LOCO",2006,3,1,"Wildfire",34.408,-97.677
11389,12435,"OK","RATLIFF CITY",2006,1,12,"Wildfire",34.415,-97.463
11390,7544,"OK","BIA EMPIRE",2006,3,1,"Wildfire",34.451,-97.985
11391,6364,"OK","VELMA",2006,3,1,"Wildfire",34.506,-97.669
11392,1005,"OK","UNNAMED",2006,5,1,"Unknown",34.591,-95.63
11393,1464,"OK","HICKS",2006,1,2,"Wildfire",34.604,-96.243
11394,3133,"OK","WESLEY",2006,8,2,"Wildfire",34.618,-95.905
11395,1063,"OK","UNNAMED",2006,5,1,"Unknown",34.627,-95.803
11396,1580,"OK","BUCK",2006,4,6,"Wildfire",34.643,-95.742
11397,2665,"OK","CENTRAL HIGH",2006,1,12,"Wildfire",34.644,-98.058
11398,2213,"OK","MT TOP",2006,4,3,"Wildfire",34.668,-95.498
11399,1098,"OK","FORT-SILL M1N1",2006,6,15,"Wildfire",34.678,-98.728
11400,7115,"OK","GOAT HILL",2006,1,1,"Wildfire",34.707,-95.552
11401,1640,"OK","NON",2006,1,7,"Wildfire",34.747,-96.211
11402,2171,"OK","UNNAMED",2006,5,1,"Unknown",34.823,-95.233
11403,3576,"OK","BOGGY",2006,4,2,"Wildfire",34.967,-95.128
11404,3527,"OK","HATSTACK CREEK",2006,1,7,"Wildfire",35.102,-99.649
11405,4334,"OK","1ST WEWOKA",2006,1,1,"Wildfire",35.145,-96.54
11406,3730,"OK","MCNALLY FLAT",2006,1,8,"Wildfire",35.17,-95.522
11407,1693,"OK","MOORE",2006,3,15,"Wildfire",35.358,-97.412
11408,2509,"OK","STRONG",2006,3,14,"Wildfire",35.431,-98.145
11409,2570,"OK","DANIELS",2006,4,10,"Wildfire",35.508,-96.418
11410,1663,"OK","UNNAMED",2006,4,22,"Unknown",35.543,-96.089
11411,1044,"OK","DIRTY CREEK FIRE",2006,4,18,"Wildfire",35.557,-95.43
11412,2004,"OK","BUTTERNUT",2006,3,25,"Wildfire",35.55,-95.998
11413,6532,"OK","PRAGUE",2006,1,1,"Wildfire",35.591,-96.628
11414,5571,"OK","CHANDLER",2006,3,1,"Wildfire",35.6,-96.868
11415,1084,"OK","UNNAMED",2006,7,31,"Wildfire",35.635,-94.479
11416,2761,"OK","WAINWRIGHT",2006,1,1,"Wildfire",35.653,-95.467
11417,1558,"OK","ROCKY HILL",2006,4,9,"Wildfire",35.67,-96.24
11418,3080,"OK","HUNT MILL HOLLOW FIRE",2006,3,2,"Wildfire",35.685,-94.542
11419,2204,"OK","BALD HILL",2006,3,26,"Wildfire",35.726,-95.889
11420,5233,"OK","CHARLIE OBRIEN FIRE",2006,3,28,"Wildfire",35.797,-96.217
11421,3153,"OK","WELTY",2006,1,1,"Wildfire",35.781,-96.441
11422,1613,"OK","MCMILLIN RANCH",2006,4,7,"Wildfire",35.84,-96.482
11423,2482,"OK","CASHION COMPLEX",2006,1,1,"Wildfire",35.899,-97.549
11424,1025,"OK","06 COLONY BIG PASTURE",2006,3,25,"Prescribed Fire",35.981,-98.523
11425,6285,"OK","SHAMROCK",2006,1,1,"Wildfire",35.945,-96.581
11426,1570,"OK","KELLYVILLE 3",2006,1,1,"Wildfire",35.984,-96.244
11427,1645,"OK","KENWORTHY",2006,8,13,"Wildfire",36.413,-96.165
11428,1131,"OK","SOONER LAKE",2006,3,7,"Wildfire",36.438,-96.977
11429,1856,"OK","WOODWARD",2006,2,27,"Wildfire",36.523,-99.364
11430,4553,"OK","UNNAMED",2006,3,30,"Wildfire",36.553,-99.615
11431,3539,"OK","UNNAMED",2006,4,18,"Unknown",36.629,-102.928
11432,2340,"OK","ADAMS",2006,3,10,"Wildfire",36.643,-101.107
11433,6891,"OK","WINDY",2006,3,12,"Wildfire",36.681,-102.916
11434,7815,"OK","UNNAMED",2006,1,3,"Wildfire",36.715,-100.219
11435,4061,"OK","MOUNT CARMEL",2006,11,20,"Wildfire",36.943,-102.355
11436,1983,"OR","THOUSAND VIRGIN",2006,6,27,"Wildfire",42.128,-118.768
11437,1108,"OR","TROUT CREEK",2006,8,15,"Wildfire",42.229,-118.493
11438,67854,"OR","PUEBLO FIRE",2006,8,21,"Wildfire",42.323,-118.758
11439,13888,"OR","JERRY WELLS",2006,6,28,"Wildfire",42.446,-117.724
11440,14908,"OR","JACKIES BUTTE",2006,9,3,"Wildfire",42.626,-117.63
11441,2823,"OR","JUG",2006,7,23,"Wildfire",42.828,-120.107
11442,29337,"OR","GRANDDAD",2006,8,21,"Wildfire",42.834,-118.759
11443,6604,"OR","WILSON FIRE",2006,9,28,"Wildfire",42.852,-118.519
11444,4973,"OR","RUBY SPRINGS",2006,7,24,"Prescribed Fire",42.919,-118.713
11445,2820,"OR","BYBEE COMPLEX",2006,7,23,"Prescribed Fire",42.924,-122.202
11446,1125,"OR","JACK MTN",2006,7,23,"Wildfire",42.939,-118.962
11447,72071,"OR","HAPPY VALLEY",2006,7,22,"Wildfire",43.001,-117.801
11448,4534,"OR","DIAMOND CRATERS",2006,7,22,"Wildfire",43.093,-118.761
11449,1883,"OR","CRATOR 2",2006,8,21,"Wildfire",43.097,-118.835
11450,7457,"OR","BASQUE WELLS",2006,8,21,"Wildfire",43.171,-119.168
11451,45243,"OR","STAR MOUNTAIN",2006,8,21,"Wildfire",43.376,-117.799
11452,1507,"OR","OXBOW BASIN",2006,8,16,"Wildfire",43.598,-117.354
11453,2081,"OR","SOUR DOUGH",2006,8,15,"Wildfire",43.662,-117.431
11454,1999,"OR","PINE RIDGE",2006,8,28,"Wildfire",43.777,-120.745
11455,2218,"OR","STEMLER RIDGE",2006,6,27,"Wildfire",43.804,-118.01
11456,7824,"OR","PRICE-GULIVSON RX",2006,10,2,"Prescribed Fire",43.819,-120.216
11457,3243,"OR","MOORES HOLLOW",2006,8,21,"Wildfire",44.114,-117.105
11458,17717,"OR","MUD SPRINGS",2006,8,10,"Wildfire",44.185,-117.27
11459,1727,"OR","BRIDGE GULCH",2006,8,22,"Wildfire",44.225,-117.1
11460,9491,"OR","CASCADE CREST COMPLEX (BLACK CRATER)",2006,7,23,"Wildfire",44.271,-121.68
11461,1073,"OR","TODD FIRE",2006,7,1,"Wildfire",44.306,-119.445
11462,6016,"OR","CASCADE CREST COMPLEX (LAKE GEORGE)",2006,8,5,"Wildfire",44.314,-121.801
11463,10678,"OR","THORN CREEK",2006,8,21,"Wildfire",44.357,-119.364
11464,7276,"OR","MAXWELL",2006,7,24,"Wildfire",44.46,-120.183
11465,2209,"OR","LOOKOUT MOUNTAIN",2006,9,6,"Wildfire",44.515,-117.274
11466,5226,"OR","CASCADE CREST COMPLEX (PUZZLE)",2006,8,19,"Wildfire",44.589,-121.837
11467,1101,"OR","BOX CANYON",2006,10,24,"Prescribed Fire",44.65,-121.404
11468,1482,"OR","METOLIOUS BENCH U B",2006,10,18,"Prescribed Fire",44.681,-121.521
11469,4625,"OR","IRON MOUNTAIN",2006,9,5,"Wildfire",44.694,-117.556
11470,11640,"OR","BAKER CANYON",2006,8,29,"Wildfire",44.811,-121.024
11471,5550,"OR","SHARPS RIDGE",2006,8,14,"Wildfire",44.816,-118.752
11472,4131,"OR","WOLFE POINT 2",2006,7,27,"Wildfire",44.841,-121.107
11473,52496,"OR","FOSTER GULCH",2006,7,23,"Wildfire",44.901,-116.931
11474,1139,"OR","ROCK SPRINGS",2006,8,8,"Wildfire",45.009,-120.512
11475,11090,"OR","TWIN LAKES COMPLEX",2006,9,4,"Wildfire",45.06,-117.16
11476,1849,"OR","MT. HOOD COMPLEX",2006,8,7,"Wildfire",45.34,-121.576
11477,1526,"OR","EAGLECREEK",2006,8,21,"Wildfire",45.739,-118.446
11478,13100,"OR","JIM CREEK",2006,8,22,"Wildfire",45.914,-116.926
11479,561,"PA","BEAR TRAP",2006,5,5,"Wildfire",41.259,-77.829
11480,658,"PA","FIVE MILE FIRE",2006,5,10,"Wildfire",41.332,-77.886
11481,575,"PA","OKOME ROAD",2006,4,30,"Wildfire",41.394,-77.391
11482,598,"SC","SAR IMPOUNDMENT 4 5 RX",2006,10,24,"Unknown",32.184,-81.107
11483,720,"SC","JEHOSSEE ISLAND",2006,3,7,"Unknown",32.621,-80.406
11484,943,"SC","COMBAHEE 2 4  5",2006,3,26,"Unknown",32.686,-80.707
11485,730,"SC","FOSTERS BAY",2006,3,17,"Wildfire",32.996,-80.771
11486,1145,"SC","15/02 RX BURN",2006,4,9,"Prescribed Fire",34.558,-80.194
11487,949,"SC","16/03 RX BURN",2006,4,29,"Prescribed Fire",34.57,-80.16
11488,1360,"SD","GOOD FIRE",2006,8,10,"Wildfire",43.457,-101.584
11489,1954,"SD","LIL JOHN HILL",2006,8,15,"Wildfire",43.458,-102.286
11490,5445,"SD","RED WATER",2006,8,12,"Wildfire",43.494,-102.127
11491,1440,"SD","WITCHER",2006,7,26,"Wildfire",43.738,-102.397
11492,2590,"SD","RATTLE SNAKE BUTTE",2006,8,4,"Wildfire",43.806,-101.132
11493,3370,"SD","EAST RIDGE",2006,7,27,"Wildfire",44.215,-103.329
11494,3230,"SD","THOMPSON COMPLEX",2006,7,16,"Wildfire",44.252,-100.034
11495,1812,"SD","FT PIERRE COMPLEX",2006,7,16,"Wildfire",44.263,-100.201
11496,20022,"SD","WHITE OWL",2006,8,3,"Wildfire",44.595,-102.311
11497,2470,"SD","RED OWL",2006,8,3,"Wildfire",44.655,-102.628
11498,1954,"SD","BALL CREEK COMPLEX",2006,8,3,"Wildfire",44.71,-101.842
11499,2179,"SD","FOUR BEAR",2006,7,6,"Wildfire",45.099,-100.375
11500,5061,"SD","KELLY",2006,7,18,"Wildfire",45.315,-102.307
11501,2778,"SD","1804",2006,7,6,"Wildfire",45.553,-100.326
11502,1181,"SD","ISABEL",2006,7,11,"Wildfire",45.588,-101.193
11503,8000,"SD","BLACK HORSE CREEK",2006,7,19,"Wildfire",45.599,-102.039
11504,3325,"SD","B WARD 1",2006,7,28,"Wildfire",45.613,-101.211
11505,1003,"SD","KLEIN",2006,7,28,"Wildfire",45.67,-101.384
11506,10389,"SD","STONE MAN CHURCH",2006,7,18,"Wildfire",45.708,-101.265
11507,760,"TN","CHILLY SPRING KNOB",2006,4,5,"Prescribed Fire",35.52,-83.91
11508,675,"TN","UNNAMED",2006,4,14,"Unknown",35.596,-84.026
11509,658,"TN","UNNAMED",2006,3,3,"Wildfire",36.088,-84.741
11510,1446,"TN","UNNAMED",2006,3,2,"Wildfire",36.222,-84.168
11511,589,"TN","GATEWOOD FORD ROAD",2006,3,30,"Wildfire",36.332,-84.858
11512,633,"TN","HWY 63",2006,3,10,"Wildfire",36.397,-84.314
11513,896,"TN","CLAY CREEK",2006,4,16,"Wildfire",36.606,-88.015
11514,1900,"TX","ENCINAL",2006,5,16,"Wildfire",27.886,-98.955
11515,1398,"TX","UNNAMED",2006,3,14,"Unknown",28.102,-96.813
11516,2031,"TX","MI A-5",2006,2,28,"Prescribed Fire",28.146,-96.781
11517,1524,"TX","C-10",2006,3,31,"Prescribed Fire",28.181,-96.917
11518,1504,"TX","UNNAMED",2006,2,26,"Unknown",28.229,-96.644
11519,2468,"TX","UNNAMED",2006,5,17,"Unknown",28.262,-96.983
11520,3162,"TX","UNNAMED",2006,11,1,"Unknown",28.298,-96.506
11521,3046,"TX","CATTAILS",2006,1,5,"Wildfire",28.855,-95.568
11522,1562,"TX","BLUESTEM WEST 2007",2006,11,8,"Prescribed Fire",29.108,-95.286
11523,2467,"TX","MUELLER TRACT RX",2006,12,8,"Prescribed Fire",29.58,-94.464
11524,1177,"TX","CVFD NUMBER 70",2006,4,8,"Wildfire",29.582,-99.42
11525,1109,"TX","GATOR TRAIL RX",2006,11,11,"Prescribed Fire",29.598,-94.515
11526,3070,"TX","SOUTH EAST RX",2006,12,1,"Prescribed Fire",29.695,-93.889
11527,5388,"TX","UNIT 7 RX",2006,12,1,"Prescribed Fire",29.714,-94.079
11528,1004,"TX","PURGATORY",2006,8,16,"Wildfire",29.881,-98.074
11529,1045,"TX","CIRCLE K",2006,8,10,"Wildfire",29.961,-100.396
11530,1272,"TX","UNNAMED",2006,8,1,"Wildfire",30.248,-102.788
11531,4791,"TX","WEST",2006,6,17,"Wildfire",30.359,-103.335
11532,3091,"TX","ROBBERS ROOST",2006,6,17,"Wildfire",30.419,-103.234
11533,4256,"TX","DEVILS CANYON",2006,5,21,"Wildfire",30.692,-104.319
11534,1423,"TX","TREADWELL LANE",2006,7,1,"Wildfire",30.995,-100.166
11535,2121,"TX","MENZIE",2006,7,30,"Wildfire",31.015,-99.923
11536,1227,"TX","UNNAMED",2006,9,27,"Unknown",31.104,-100.591
11537,1866,"TX","TOENAIL TRAIL",2006,6,18,"Wildfire",31.157,-100.43
11538,1806,"TX","MUNSON ROAD COMPLEX",2006,7,28,"Wildfire",31.163,-101.122
11539,1635,"TX","UNNAMED",2006,5,19,"Unknown",31.179,-93.718
11540,1098,"TX","VANCOURT",2006,8,27,"Wildfire",31.181,-100.42
11541,2857,"TX","CRANE",2006,4,6,"Wildfire",31.244,-102.395
11542,1484,"TX","MONAHAM FIRE",2006,8,8,"Wildfire",31.271,-98.487
11543,1889,"TX","BROWNS CREEK RANGE",2006,3,9,"Wildfire",31.287,-97.714
11544,1504,"TX","KIRK RANCH",2006,7,27,"Wildfire",31.337,-98.785
11545,2483,"TX","ROCKERB2",2006,3,3,"Wildfire",31.352,-101.281
11546,37361,"TX","ROCKER B",2006,1,2,"Wildfire",31.485,-101.209
11547,39436,"TX","COLE",2006,1,1,"Wildfire",31.675,-100.907
11548,1259,"TX","TEMPLIN",2006,3,15,"Wildfire",31.731,-100.365
11549,1744,"TX","HWY 36 COMANCHE CO.",2006,7,31,"Wildfire",31.912,-98.664
11550,1006,"TX","UNNAMED",2006,2,12,"Wildfire",32.054,-98.916
11551,3018,"TX","FORSAN 2",2006,4,6,"Wildfire",32.067,-101.299
11552,2325,"TX","WHITE HAT",2006,7,7,"Wildfire",32.131,-100.5
11553,2267,"TX","HWY 349",2006,6,20,"Wildfire",32.178,-102.19
11554,2319,"TX","CHAMPION",2006,2,16,"Wildfire",32.214,-100.594
11555,33013,"TX","CARBON",2006,1,1,"Wildfire",32.25,-98.797
11556,9100,"TX","HUCKABAY",2006,1,2,"Wildfire",32.33,-98.352
11557,1066,"TX","LEWIS CANYON",2006,7,12,"Wildfire",32.351,-99.977
11558,1890,"TX","UNNAMED",2006,2,13,"Wildfire",32.525,-102.229
11559,1141,"TX","SOUTH FM 1429 GRASS FIRE",2006,4,6,"Wildfire",32.577,-102.342
11560,5270,"TX","CADDO II COMPLEX",2006,8,18,"Wildfire",32.744,-98.578
11561,1832,"TX","CADDO",2006,1,14,"Wildfire",32.747,-98.642
11562,2209,"TX","UNNAMED",2006,1,1,"Wildfire",32.77,-102.301
11563,2332,"TX","JOHNSON MOUNTAIN",2006,8,13,"Wildfire",32.896,-98.311
11564,1978,"TX","UNNAMED",2006,8,13,"Wildfire",32.939,-98.318
11565,2016,"TX","DOUBLE U RANCH",2006,4,15,"Wildfire",33.054,-101.593
11566,4671,"TX","BURWICK",2006,1,12,"Wildfire",33.193,-98.328
11567,1634,"TX","UNNAMED",2006,3,12,"Wildfire",33.293,-95.766
11568,1224,"TX","COOPER LAKE",2006,3,14,"Wildfire",33.271,-95.786
11569,1317,"TX","KING RANCH",2006,3,1,"Wildfire",33.28,-98.35
11570,8848,"TX","FM 214  CR 210",2006,3,12,"Wildfire",33.545,-102.735
11571,2393,"TX","2000 FM 1780",2006,1,1,"Wildfire",33.544,-102.588
11572,2982,"TX","3200 FM 303",2006,1,1,"Wildfire",33.576,-102.468
11573,3636,"TX","SPIKE BOX COMPLEX",2006,7,15,"Wildfire",33.695,-100
11574,3228,"TX","WHITE ROCK",2006,3,10,"Wildfire",33.774,-95
11575,16556,"TX","RINGGOLD",2006,1,1,"Wildfire",33.833,-97.819
11576,1114,"TX","LAZY J ROAD",2006,8,10,"Wildfire",33.925,-98.864
11577,5009,"TX","HWY 37",2006,5,26,"Wildfire",33.981,-102.598
11578,1697,"TX","NORTHFIELD",2006,7,10,"Wildfire",34.086,-100.711
11579,1385,"TX","HIGHWAY 303 2",2006,4,6,"Wildfire",34.171,-102.52
11580,25179,"TX","BUCKLE L 2",2006,3,12,"Wildfire",34.323,-100.172
11581,1843,"TX","UNNAMED",2006,3,12,"Wildfire",34.789,-101.978
11582,1743,"TX","CROW HOLLOW FIRE",2006,3,12,"Wildfire",34.861,-100.721
11583,1958,"TX","HIGHWAY 70 FIRE",2006,4,16,"Wildfire",34.868,-100.829
11584,11409,"TX","PALO DURO EAST FIRE",2006,5,21,"Wildfire",34.92,-101.56
11585,15289,"TX","HARDWICK",2006,1,1,"Wildfire",35.036,-100.789
11586,3786,"TX","BIPPUS CHURCH",2006,5,20,"Wildfire",35.046,-102.888
11587,3808,"TX","HARDIN FIRE",2006,4,6,"Wildfire",35.05,-100.869
11588,6114,"TX","UNNAMED",2006,3,15,"Wildfire",35.181,-100.279
11589,1882,"TX","WEST ZONE WEST 7",2006,1,1,"Wildfire",35.248,-100.232
11590,2873,"TX","ST. FRANCIS COMPLEX",2006,4,6,"Wildfire",35.265,-101.778
11591,8982,"TX","BOWERS CITY FIRE",2006,4,6,"Wildfire",35.409,-100.882
11592,593364,"TX","EAST AMARILLO COMPLEX",2006,3,12,"Wildfire",35.515,-100.78
11593,20061,"TX","CANADIAN",2006,6,15,"Wildfire",35.548,-102.902
11594,2818,"TX","HWY 207",2006,2,12,"Wildfire",35.55,-101.401
11595,1041,"TX","UNNAMED",2006,3,8,"Wildfire",35.556,-100.794
11596,22485,"TX","FAIN PLANT FIRE",2006,4,6,"Wildfire",35.564,-101.859
11597,23045,"TX","SWEETWATER DOBSON",2006,4,6,"Wildfire",35.558,-99.898
11598,1112,"TX","UNNAMED",2006,7,7,"Unknown",35.593,-103.027
11599,3569,"TX","MOBEETIE NORTH",2006,4,11,"Wildfire",35.648,-100.408
11600,13011,"TX","VAN MEYER FIRE",2006,6,15,"Wildfire",35.685,-102.877
11601,14333,"TX","OLDHAM BOYS RANCH",2006,3,10,"Wildfire",35.7,-102.184
11602,3571,"TX","HWY 54 COMPLEX",2006,6,15,"Wildfire",35.733,-102.965
11603,2008,"TX","UNNAMED",2006,7,7,"Unknown",35.752,-102.8
11604,10795,"TX","UNNAMED",2006,6,15,"Wildfire",35.826,-102.85
11605,1015,"TX","CANADIAN FD MUTUAL AID",2006,5,2,"Wildfire",35.817,-100.192
11606,3016,"TX","MELLEMA",2006,2,10,"Wildfire",35.904,-102.663
11607,1901,"TX","INDIAN CREEK (MIAMI)",2006,1,16,"Wildfire",35.944,-100.804
11608,2031,"TX","GOODWIN FIRE",2006,3,12,"Wildfire",36.07,-101.865
11609,8374,"TX","LOCUST GROVE",2006,4,11,"Wildfire",36.091,-100.435
11610,1037,"TX","NORTH GAMMERFELDER",2006,6,16,"Wildfire",36.076,-101.43
11611,2123,"TX","RB-78",2006,5,21,"Wildfire",36.29,-102.409
11612,3411,"TX","MILK SHAKE",2006,5,21,"Wildfire",36.298,-102.666
11613,2605,"TX","UNNAMED",2006,4,18,"Unknown",36.432,-101.724
11614,1398,"UT","BUCKSKIN",2006,6,14,"Wildfire",37.035,-112.066
11615,5257,"UT","NAVAJO MOUNTAIN 1",2006,6,10,"Wildfire",37.054,-110.861
11616,49636,"UT","JARVIS",2006,6,25,"Wildfire",37.058,-113.798
11617,1816,"UT","SKY RANCH",2006,5,18,"Wildfire",37.068,-113.305
11618,2930,"UT","HURRICANE 2",2006,5,18,"Wildfire",37.074,-113.288
11619,5581,"UT","REILLY COMPLEX",2006,7,26,"Wildfire",37.176,-113.833
11620,17036,"UT","KOLOB",2006,6,24,"Wildfire",37.232,-113.108
11621,2772,"UT","RED HILL",2006,7,24,"Wildfire",37.238,-113.736
11622,1279,"UT","EAST MESA RX",2006,4,26,"Prescribed Fire",37.293,-112.92
11623,5925,"UT","RANCH",2006,7,16,"Wildfire",37.361,-113.257
