"OBJECTID","ACRES","STATE","FIRE_NAME","YEAR","STARTMONTH","STARTDAY","FIRE_TYPE","LATITUDE","LONGITUDE"
1,8479,"AK","KUYUKUTUK",1984,7,3,"Wildfire",62.013,-161.628
2,37083,"AK","WAPOO FIRE",1984,6,9,"Wildfire",63.757,-157.537
3,1399,"AK","414060",1984,6,23,"Wildfire",63.795,-155.029
4,10243,"AK","MUD FIRE",1984,6,6,"Wildfire",63.93,-157.527
5,1897,"AK","GLACIER CREEK",1984,6,7,"Wildfire",64.482,-144.673
6,2756,"AK","TAL SW 37",1984,6,23,"Wildfire",64.589,-152.757
7,1689,"AK","414057",1984,7,2,"Wildfire",64.957,-162.693
8,3169,"AK","414008",1984,6,11,"Wildfire",65.354,-154.572
9,3156,"AK","HSL S 10",1984,7,3,"Wildfire",65.528,-156.433
10,1258,"AK","TAL NE 36",1984,6,19,"Wildfire",65.627,-150.902
11,1964,"AK","414012",1984,6,18,"Wildfire",66.217,-152.356
12,1990,"AK","HUS NW 30",1984,6,17,"Wildfire",66.409,-155.202
13,1487,"AK","DCK SSW 35",1984,6,24,"Wildfire",66.453,-157.324
14,6723,"AK","IAN N 55",1984,6,25,"Wildfire",67.933,-160.878
15,1775,"AK","WTK NE 50",1984,6,25,"Wildfire",68.071,-160.654
16,5358,"AZ","CHANDLER",1984,9,26,"Wildfire",33.169,-111.952
17,1171,"AZ","PRINCE",1984,5,30,"Wildfire",33.174,-112.11
18,1060,"AZ","DRAGONFIRE",1984,8,7,"Wildfire",33.175,-112.033
19,1839,"AZ","BLACK",1984,5,29,"Wildfire",33.914,-111.583
20,1260,"AZ","SANDERSON",1984,6,14,"Wildfire",35.366,-111.932
21,3021,"CA","PROCTOR",1984,4,21,"Wildfire",32.682,-116.886
22,3073,"CA","BOWLES",1984,9,6,"Wildfire",32.945,-116.935
23,5564,"CA","AGUANGA",1984,5,30,"Wildfire",33.413,-116.873
24,1384,"CA","LOMA RIDGE",1984,6,15,"Wildfire",33.75,-117.729
25,4130,"CA","LOST HORSE",1984,5,31,"Wildfire",34.023,-116.255
26,2442,"CA","LYTLE",1984,5,28,"Wildfire",34.285,-117.554
27,10917,"CA","GRIMES FIRE",1984,5,7,"Wildfire",34.331,-118.964
28,6049,"CA","SQUAW FLAT",1984,10,15,"Wildfire",34.443,-118.896
29,1035,"CA","SCUDDER BURN",1984,6,22,"Prescribed Fire",34.449,-118.48
30,1479,"CA","MESCAL",1984,7,6,"Wildfire",34.452,-117.726
31,3554,"CA","SHANNON FIRE",1984,5,29,"Wildfire",34.552,-118.183
32,2458,"CA","STODDARD 2",1984,5,12,"Wildfire",34.701,-117.075
33,3159,"CA","MINUTEMAN",1984,5,7,"Wildfire",34.807,-120.501
34,1539,"CA","UNNAMED",1984,6,30,"Unknown",34.856,-118.586
35,1977,"CA","BLUE",1984,8,10,"Wildfire",34.905,-119.286
36,1777,"CA","SHELL PEAK",1984,5,28,"Prescribed Fire",35.097,-120.154
37,2053,"CA","UNNAMED",1984,6,21,"Unknown",35.141,-120.204
38,1622,"CA","BONNHEIM",1984,6,29,"Wildfire",35.197,-120.394
39,1910,"CA","UNNAMED",1984,6,21,"Unknown",35.253,-119.486
40,1585,"CA","MORETZZ",1984,5,29,"Wildfire",35.253,-120.547
41,6009,"CA","TWISSELMAN",1984,8,19,"Wildfire",35.396,-119.833
42,1059,"CA","UNNAMED",1984,6,21,"Unknown",35.499,-118.886
43,23189,"CA","BODFISH",1984,7,7,"Wildfire",35.579,-118.388
44,1118,"CA","WOODROW",1984,5,26,"Wildfire",35.611,-118.446
45,3020,"CA","UNNAMED",1984,6,28,"Unknown",35.766,-120.755
46,6693,"CA","FLAT TOP",1984,5,25,"Wildfire",35.899,-120.134
47,23122,"CA","UNNAMED",1984,6,28,"Unknown",35.929,-121.234
48,10420,"CA","UNNAMED",1984,6,28,"Unknown",36.05,-121.293
49,1462,"CA","FK 1817",1984,3,29,"Wildfire",36.074,-120.188
50,1219,"CA","UNNAMED",1984,6,28,"Unknown",36.208,-121.052
51,1136,"CA","OIL FIELDS",1984,5,25,"Wildfire",36.26,-120.317
52,1225,"CA","UNNAMED",1984,6,28,"Unknown",36.269,-121.29
53,1566,"CA","BLUE RIDGE",1984,8,21,"Wildfire",36.314,-118.869
54,2987,"CA","BAR-O",1984,8,29,"Wildfire",36.406,-118.848
55,1596,"CA","UNNAMED",1984,6,30,"Unknown",36.46,-117.363
56,1306,"CA","BEAR CREEK",1984,10,10,"Wildfire",36.51,-118.882
57,5588,"CA","UNNAMED",1984,6,30,"Unknown",36.55,-117.449
58,12103,"CA","BONANZA",1984,6,2,"Wildfire",36.744,-120.941
59,1231,"CA","PACHECO 2",1984,7,5,"Wildfire",36.883,-121.158
60,1409,"CA","COTTONWOOD",1984,5,21,"Wildfire",37.098,-121.162
61,1771,"CA","UNNAMED",1984,11,3,"Unknown",37.642,-120.008
62,6911,"CA","SITE 300 3",1984,6,28,"Wildfire",37.651,-121.474
63,2033,"CA","UNNAMED",1984,7,30,"Unknown",37.933,-120.383
64,4837,"CA","SALT SPRING",1984,6,24,"Wildfire",38.004,-120.647
65,1775,"CA","BEAR MTN. 3",1984,9,12,"Prescribed Fire",38.164,-120.731
66,2823,"CA","TERHEL VMP",1984,11,28,"Prescribed Fire",38.985,-122.44
67,1846,"CA","HUFFMASTER VMP",1984,11,28,"Prescribed Fire",39.27,-122.453
68,1470,"CA","CLARK VALLEY",1984,10,24,"Wildfire",39.392,-122.451
69,6012,"CA","BIDWELL",1984,7,2,"Wildfire",39.784,-121.696
70,2672,"CA","UNNAMED",1984,7,5,"Unknown",39.951,-121.804
71,2868,"CA","LOWERY",1984,7,12,"Wildfire",39.981,-122.591
72,2795,"CA","BRUSHY",1984,9,7,"Wildfire",40.011,-121.817
73,1201,"CA","SECOND",1984,8,21,"Wildfire",40.034,-120.14
74,3979,"CA","TURTLE",1984,7,5,"Wildfire",40.078,-120.066
75,3448,"CA","UNNAMED",1984,9,7,"Unknown",40.116,-121.872
76,1113,"CA","BADGER",1984,8,23,"Wildfire",40.548,-121.407
77,2415,"CA","DANIELS",1984,10,5,"Prescribed Fire",40.647,-121.975
78,21482,"CA","TWIN",1984,7,6,"Wildfire",40.683,-119.994
79,1734,"CA","EAGLE",1984,8,9,"Wildfire",41.26,-120.12
80,3025,"CA","RAIL",1984,8,13,"Wildfire",41.923,-120.65
81,1335,"CO","UNNAMED",1984,7,6,"Unknown",37.655,-108.647
82,2843,"FL","DONUT SW",1984,11,2,"Prescribed Fire",25.363,-80.694
83,2484,"FL","EAST BNDY",1984,11,19,"Prescribed Fire",25.479,-80.675
84,1171,"FL","LOSTMAN 3",1984,8,17,"Prescribed Fire",25.71,-81.065
85,1382,"FL","UNNAMED",1984,6,24,"Unknown",25.942,-80.402
86,608,"FL","UNNAMED",1984,11,6,"Wildfire",26.129,-81.464
87,3302,"FL","UNNAMED",1984,7,26,"Unknown",26.275,-80.564
88,1117,"FL","UNNAMED",1984,11,11,"Wildfire",26.323,-80.793
89,823,"FL","UNNAMED",1984,6,24,"Unknown",26.323,-80.869
90,2224,"FL","UNNAMED",1984,8,13,"Wildfire",26.345,-80.847
91,17967,"FL","UNNAMED",1984,12,17,"Unknown",26.399,-80.456
92,1625,"FL","UNNAMED",1984,12,17,"Wildfire",26.407,-80.696
93,4631,"FL","UNNAMED",1984,12,17,"Unknown",26.442,-80.864
94,1767,"FL","UNNAMED",1984,8,11,"Unknown",26.544,-80.422
95,1170,"FL","UNNAMED",1984,5,14,"Unknown",26.779,-81.578
96,1640,"FL","UNNAMED",1984,12,8,"Unknown",26.832,-81.846
97,848,"FL","UNNAMED",1984,12,24,"Unknown",26.842,-81.923
98,3311,"FL","UNNAMED",1984,12,24,"Unknown",26.891,-81.885
99,1205,"FL","UNNAMED",1984,12,24,"Unknown",27.188,-81.717
100,927,"FL","UNNAMED",1984,12,24,"Unknown",27.431,-81.026
101,908,"FL","UNNAMED",1984,12,8,"Unknown",27.622,-81.701
102,1277,"FL","UNNAMED",1984,12,8,"Unknown",27.758,-81.282
103,1067,"FL","UNNAMED",1984,12,24,"Wildfire",27.76,-81.418
104,759,"FL","UNNAMED",1984,11,6,"Unknown",27.85,-81.385
105,981,"FL","UNNAMED",1984,12,8,"Unknown",27.891,-80.892
106,1296,"FL","UNNAMED",1984,12,24,"Unknown",27.898,-80.916
107,2039,"FL","UNNAMED",1984,11,6,"Unknown",27.912,-81.026
108,591,"FL","UNNAMED",1984,12,24,"Unknown",27.939,-81.149
109,1210,"FL","UNNAMED",1984,12,8,"Unknown",27.967,-81.134
110,1962,"FL","UNNAMED",1984,12,24,"Wildfire",28.03,-81.15
111,1203,"FL","UNNAMED",1984,12,24,"Unknown",28.032,-80.981
112,770,"FL","UNNAMED",1984,12,24,"Unknown",28.044,-80.893
113,886,"FL","UNNAMED",1984,12,8,"Unknown",28.062,-81.411
114,7765,"FL","UNNAMED",1984,11,6,"Unknown",28.067,-81.04
115,1433,"FL","UNNAMED",1984,12,24,"Unknown",28.07,-81.14
116,597,"FL","UNNAMED",1984,12,24,"Unknown",28.107,-81.168
117,836,"FL","SCHWARTZ GROVE",1984,4,18,"Wildfire",28.549,-80.65
118,2321,"FL","BOMBING RANGE",1984,5,19,"Wildfire",29.129,-81.7
119,2220,"FL","UNNAMED",1984,11,11,"Unknown",29.888,-84.781
120,1055,"FL","UNNAMED",1984,9,8,"Unknown",29.97,-85.434
121,904,"FL","UNNAMED",1984,9,8,"Unknown",30.029,-84.92
122,1141,"FL","UNNAMED",1984,9,8,"Unknown",30.272,-85.717
123,1653,"FL","UNNAMED",1984,11,11,"Unknown",30.352,-85.36
124,1615,"ID","MAGICWATER",1984,7,19,"Wildfire",42.641,-114.947
125,2488,"ID","HOLEN ROCK",1984,6,28,"Wildfire",42.655,-115.93
126,1405,"ID","BLUE BUTTE",1984,7,27,"Wildfire",42.712,-115.415
127,2463,"ID","HOT CREEK",1984,6,24,"Wildfire",42.798,-115.812
128,7549,"ID","BROWNS GULCH",1984,7,13,"Wildfire",42.885,-115.468
129,1331,"ID","BIRCH CR",1984,7,12,"Wildfire",43.023,-116.211
130,2233,"ID","SMALL ARMS",1984,7,20,"Wildfire",43.102,-115.816
131,4136,"ID","GUARD I",1984,7,11,"Wildfire",43.119,-116.118
132,1001,"ID","HILLTOP",1984,7,17,"Wildfire",43.413,-112.572
133,1132,"ID","UNNAMED",1984,8,4,"Wildfire",45.737,-114.722
134,901,"ME","UNNAMED",1984,5,1,"Wildfire",44.58,-67.604
135,1693,"MI","RIVER ROAD",1984,4,28,"Wildfire",44.42,-83.395
136,610,"MO","UNNAMED",1984,4,25,"Wildfire",37.031,-91.397
137,1014,"MO","UNNAMED",1984,5,22,"Unknown",37.78,-91.488
138,1597,"MT","KIRBY",1984,8,26,"Wildfire",45.336,-106.958
139,3617,"MT","LAKE CREEK",1984,9,18,"Wildfire",45.617,-106.323
140,2667,"MT","WHEATWELL",1984,8,27,"Wildfire",45.719,-105.838
141,157778,"MT","HAWK CREEK",1984,8,25,"Wildfire",46.258,-108.272
142,27162,"MT","NORTH HILL",1984,8,27,"Wildfire",46.805,-111.894
143,1055,"MT","RED OWL",1984,8,27,"Wildfire",48.041,-113.898
144,13113,"MT","HOUGHTON CREEK II",1984,8,15,"Wildfire",48.05,-115.258
145,3255,"MT","CRYSTAL CREEK",1984,8,27,"Wildfire",48.42,-113.697
146,3680,"MT","NAPI PEAK",1984,8,19,"Wildfire",48.804,-113.458
147,599,"NJ","UNNAMED",1984,4,20,"Prescribed Fire",39.905,-74.491
148,3490,"NV","UNNAMED",1984,6,7,"Unknown",36.965,-116.264
149,6559,"NV","UNNAMED",1984,6,23,"Unknown",37.296,-116.699
150,16689,"NV","SEAMEN 1",1984,5,31,"Wildfire",37.745,-115.222
151,16990,"NV","INDIAN",1984,6,28,"Wildfire",38.817,-119.693
152,4101,"NV","MCCOY",1984,7,3,"Wildfire",39.364,-114.514
153,10037,"NV","MITCHELL CANYON",1984,6,28,"Wildfire",39.613,-119.996
154,4413,"NV","PETERSON",1984,7,6,"Wildfire",39.774,-119.989
155,16832,"NV","FREDS MT 2",1984,7,14,"Wildfire",39.781,-119.876
156,1789,"NV","QUAIL",1984,8,14,"Wildfire",39.84,-119.568
157,6289,"NV","BFDELL 3",1984,7,5,"Wildfire",39.849,-119.892
158,9035,"NV","DRY VALLEY",1984,6,17,"Wildfire",40.279,-119.825
159,4427,"NV","CRESENT",1984,8,3,"Wildfire",40.438,-116.462
160,2200,"NV","EMPIRE",1984,6,25,"Wildfire",40.48,-119.303
161,3958,"NV","FIRE CREEK",1984,6,26,"Wildfire",40.491,-116.569
162,2069,"NV","BUFFALO",1984,5,30,"Wildfire",40.683,-119.764
163,4327,"NV","JUPITER",1984,7,18,"Wildfire",40.715,-117.794
164,38483,"NV","IZEN 1",1984,8,30,"Wildfire",40.997,-116.95
165,6184,"NV","BOX SPRG",1984,8,4,"Wildfire",41.187,-117.438
166,3401,"NV","SILVER",1984,8,23,"Wildfire",41.205,-117.806
167,29358,"NV","BULLHEAD",1984,7,6,"Wildfire",41.471,-117.205
168,5318,"NV","LENRD CRK",1984,6,24,"Wildfire",41.527,-118.748
169,6808,"NV","COYOTE",1984,7,11,"Wildfire",41.593,-118.196
170,1048,"OK","RESIDENT",1984,2,21,"Wildfire",36.982,-94.656
171,12107,"OR","SAND HILL",1984,7,5,"Wildfire",42.002,-118.505
172,3042,"OR","CALDERWOOD",1984,7,26,"Wildfire",42.239,-119.783
173,1417,"OR","UNNAMED",1984,6,28,"Wildfire",42.297,-118.918
174,7946,"OR","ABERT",1984,8,9,"Wildfire",42.588,-120.181
175,11784,"OR","COYOTE",1984,8,9,"Wildfire",42.624,-119.993
176,35390,"OR","RABBIT 2",1984,8,9,"Wildfire",42.673,-119.84
177,7118,"OR","ROCK CRK",1984,8,4,"Wildfire",42.764,-119.265
178,2555,"OR","STEENS 1",1984,8,12,"Wildfire",42.776,-118.786
179,4312,"OR","WALLS LAKE",1984,7,9,"Wildfire",42.838,-119.116
180,2283,"OR","SAUNDERS",1984,8,9,"Wildfire",42.963,-120.214
181,16896,"OR","FOLLY FARM",1984,8,4,"Wildfire",43.009,-118.159
182,9697,"OR","SHEEP CAMP",1984,8,10,"Wildfire",43.033,-119.9
183,3622,"OR","DIAMOND",1984,7,26,"Wildfire",43.13,-118.792
184,1627,"OR","EGLIRIM",1984,7,11,"Wildfire",43.157,-120.76
185,5322,"OR","L JUNIPER",1984,8,4,"Wildfire",43.19,-119.952
186,8528,"OR","BUFFALO",1984,8,9,"Wildfire",43.196,-120.325
187,1902,"OR","PIUTE",1984,8,23,"Wildfire",43.237,-118.014
188,2198,"OR","SWAMP CK",1984,8,2,"Wildfire",43.342,-118.148
189,1993,"OR","S LOCKIT",1984,8,11,"Wildfire",45.467,-120.843
190,1113,"OR","WILLOWS",1984,8,9,"Wildfire",45.747,-120.024
191,2691,"SD","SANDOZ",1984,9,6,"Wildfire",43.084,-102.85
192,1267,"SD","WALL",1984,8,15,"Wildfire",44.009,-102.308
193,2019,"UT","GRASS COVE",1984,6,19,"Wildfire",38.706,-113.567
194,9309,"UT","DESERT",1984,7,8,"Wildfire",39.77,-112.578
195,3031,"WA","HAMBRE MT",1984,10,17,"Wildfire",46.289,-120.403
196,122914,"WA","HANFORD",1984,8,12,"Wildfire",46.427,-119.569
197,1996,"WA","VERNITA BR",1984,5,30,"Wildfire",46.655,-119.663
198,7382,"AK","SELATNA",1985,7,30,"Wildfire",62.449,-155.668
199,5489,"AK","SUGARLOAF",1985,7,20,"Wildfire",62.562,-156.645
200,4780,"AK","CAMELBACK",1985,8,1,"Wildfire",62.603,-157.421
201,9522,"AK","KATLITNA",1985,8,3,"Wildfire",62.836,-155.432
202,7295,"AK","531021",1985,7,28,"Wildfire",62.937,-157.888
203,1692,"AK","HARRY",1985,8,3,"Wildfire",63.287,-154.368
204,1300,"AK","531028",1985,8,1,"Wildfire",64.311,-156.993
205,34216,"AK","531035",1985,7,31,"Wildfire",64.627,-154.051
206,1298,"AK","GAL NE 48",1985,8,3,"Wildfire",65.21,-155.265
207,33126,"AK","GAL NE 57",1985,7,13,"Wildfire",65.439,-155.451
208,1491,"AK","TAL NW 44",1985,8,1,"Wildfire",65.476,-153.829
209,79003,"AK","531047",1985,8,6,"Wildfire",65.905,-145.495
210,1312,"AK","HOG SW 23",1985,8,7,"Wildfire",65.907,-155.012
211,14289,"AK","HUS NW 23",1985,7,31,"Wildfire",65.997,-155.13
212,16816,"AK","TAL NW 85",1985,7,31,"Wildfire",66.265,-154.503
213,12151,"AK","531023",1985,7,15,"Wildfire",66.541,-146.701
214,54920,"AK","531018",1985,7,25,"Wildfire",66.695,-142.825
215,5117,"AK","531053",1985,7,17,"Wildfire",67.126,-142.054
216,35140,"AK","FYU NE 80",1985,7,30,"Wildfire",67.557,-143.255
217,5780,"AK","OTZ NE 100",1985,8,7,"Wildfire",68.063,-159.436
218,1456,"AK","WAY UP N 2",1985,8,9,"Wildfire",69.222,-154.306
219,598,"AL","UNNAMED",1985,4,18,"Wildfire",33.376,-86.894
220,1397,"AL","UNNAMED",1985,4,4,"Wildfire",33.985,-85.404
221,514,"AL","STATED0003",1985,3,8,"Wildfire",34.415,-85.616
222,798,"AL","STATED0005",1985,3,6,"Wildfire",34.463,-85.599
223,3498,"AZ","UNNAMED",1985,6,14,"Unknown",31.478,-111.433
224,1326,"AZ","UNNAMED",1985,3,2,"Wildfire",31.783,-110.662
225,1075,"AZ","UNNAMED",1985,7,9,"Unknown",32.549,-110.192
226,1258,"AZ","WHITLOCK",1985,7,4,"Wildfire",32.598,-109.204
227,1027,"AZ","UNNAMED",1985,7,9,"Unknown",32.613,-110.022
228,1032,"AZ","VEACH",1985,7,13,"Wildfire",32.649,-109.752
229,1629,"AZ","MAPLE",1985,6,13,"Wildfire",33.352,-109.082
230,1226,"AZ","RAINBOW",1985,10,25,"Wildfire",36.323,-112.325
231,7809,"CA","MILLER",1985,6,30,"Wildfire",32.699,-116.927
232,1012,"CA","SYCAMORE",1985,7,27,"Wildfire",32.932,-116.947
233,7453,"CA","ROBLAR",1985,7,1,"Wildfire",33.4,-117.342
234,1062,"CA","UNNAMED",1985,10,4,"Wildfire",33.413,-117.389
235,14091,"CA","CABANZO",1985,6,27,"Wildfire",33.867,-116.633
236,1425,"CA","SHELL",1985,8,11,"Wildfire",33.919,-117.784
237,5280,"CA","PIUMA FIRE",1985,10,14,"Wildfire",34.06,-118.682
238,6709,"CA","DECKER",1985,10,14,"Wildfire",34.071,-118.917
239,3897,"CA","SHERWOOD FIRE",1985,6,30,"Wildfire",34.117,-118.857
240,1247,"CA","BOX CANYON (PIONEER) FIRE",1985,10,14,"Wildfire",34.249,-118.654
241,1992,"CA","PEACH HILL",1985,10,14,"Wildfire",34.252,-118.928
242,2425,"CA","HUMMINGBIRD",1985,10,14,"Wildfire",34.284,-118.648
243,46724,"CA","FERNDALE",1985,10,14,"Wildfire",34.413,-119.149
244,1250,"CA","BLACK MOUNTAIN",1985,7,3,"Wildfire",34.43,-119.22
245,126854,"CA","WHEELER 2",1985,7,1,"Wildfire",34.51,-119.354
246,2620,"CA","UNNAMED",1985,5,23,"Wildfire",34.54,-119.615
247,2720,"CA","UNNAMED",1985,9,12,"Wildfire",34.604,-119.919
248,1112,"CA","UNNAMED",1985,9,12,"Wildfire",34.814,-120.335
249,2356,"CA","UNNAMED",1985,7,26,"Wildfire",35.044,-120.056
250,75841,"CA","LAS PILITAS",1985,7,1,"Wildfire",35.287,-120.506
251,1054,"CA","ADELAIDE",1985,5,3,"Wildfire",35.443,-118.777
252,8141,"CA","RICH BAR",1985,6,28,"Wildfire",35.458,-118.707
253,7265,"CA","UNNAMED",1985,8,3,"Wildfire",35.857,-121.391
254,1519,"CA","UNNAMED",1985,7,17,"Wildfire",35.861,-120.561
255,2708,"CA","LOWES",1985,7,2,"Wildfire",35.903,-120.563
256,3139,"CA","BIG SANDY",1985,7,6,"Wildfire",35.994,-120.575
257,1290,"CA","TULARE 4",1985,7,12,"Wildfire",36.011,-118.797
258,8561,"CA","WIZARD",1985,6,5,"Wildfire",36.024,-121.382
259,5071,"CA","ANDREWS",1985,7,6,"Wildfire",36.037,-120.559
260,41654,"CA","CHERRY",1985,7,8,"Wildfire",36.065,-121.165
261,52474,"CA","GORDA-RAT",1985,7,6,"Wildfire",36.066,-121.461
262,2094,"CA","SECO",1985,7,2,"Wildfire",36.227,-121.44
263,1594,"CA","PINEY CREEK",1985,6,10,"Wildfire",36.348,-121.467
264,20357,"CA","LOSGATOSIV",1985,7,6,"Wildfire",36.379,-120.583
265,1298,"CA","BUMB",1985,5,26,"Wildfire",36.623,-120.979
266,2882,"CA","SUGARLOAF",1985,7,28,"Wildfire",36.715,-118.662
267,7508,"CA","PONOCHE 2",1985,6,9,"Wildfire",36.727,-120.768
268,8583,"CA","ONION",1985,7,6,"Wildfire",36.739,-118.252
269,1656,"CA","DOUGHERTY",1985,6,25,"Wildfire",36.959,-118.626
270,11597,"CA","LEXINGTON",1985,7,7,"Wildfire",37.141,-121.918
271,1875,"CA","FINLEY",1985,7,8,"Wildfire",37.158,-121.576
272,1091,"CA","BRICEBURG",1985,8,2,"Wildfire",37.632,-119.958
273,3067,"CA","OWENS",1985,8,8,"Wildfire",37.768,-118.817
274,1079,"CA","PATEVALLEY",1985,6,30,"Wildfire",37.93,-119.571
275,1008,"CA","GANN",1985,7,4,"Wildfire",38.095,-120.754
276,1473,"CA","BEAR MTN. 4",1985,9,17,"Prescribed Fire",38.156,-120.739
277,1731,"CA","UNNAMED",1985,8,2,"Unknown",38.163,-120.73
278,2027,"CA","MILLER",1985,8,31,"Wildfire",38.446,-122.093
279,5339,"CA","BALD MT.",1985,10,8,"Wildfire",38.746,-122.103
280,2042,"CA","HIDDEN VALLEY",1985,9,7,"Wildfire",38.805,-122.527
281,9655,"CA","UNNAMED",1985,6,13,"Wildfire",38.859,-122.856
282,2427,"CA","HAL JNCT 2",1985,7,8,"Wildfire",39.769,-120.013
283,1169,"CA","ROCK CREEK",1985,6,11,"Wildfire",39.851,-121.772
284,1651,"CA","UNNAMED",1985,7,16,"Wildfire",40.296,-120.069
285,1358,"CA","SKEDADDLE",1985,5,19,"Wildfire",40.305,-120.158
286,2495,"CA","BASS HILL",1985,8,7,"Wildfire",40.343,-120.52
287,4627,"CA","BLUE MTN. WEST",1985,8,27,"Prescribed Fire",40.564,-121.969
288,1201,"CA","MURRER",1985,7,8,"Wildfire",40.592,-120.689
289,2415,"CA","UNNAMED",1985,6,29,"Unknown",40.647,-121.975
290,4077,"CA","TRELOAR COMPLEX",1985,7,26,"Wildfire",40.808,-123.214
291,1657,"CA","DELTA",1985,7,18,"Wildfire",40.956,-122.452
292,1020,"CO","UNNAMED",1985,6,21,"Wildfire",40.451,-108.151
293,1244,"CO","SHAME",1985,10,6,"Wildfire",40.75,-107.801
294,8523,"FL","EASTBNDY",1985,11,8,"Prescribed Fire",25.442,-80.627
295,985,"FL","DOF 03",1985,10,13,"Wildfire",25.571,-80.589
296,697,"FL","UNNAMED",1985,2,3,"Unknown",25.592,-80.564
297,523,"FL","UNNAMED",1985,5,26,"Unknown",25.597,-81.166
298,1518,"FL","UNNAMED",1985,6,11,"Unknown",25.659,-80.542
299,1068,"FL","UNNAMED",1985,6,11,"Wildfire",25.688,-80.508
300,1529,"FL","NORTH BNDY",1985,2,8,"Prescribed Fire",25.733,-80.684
301,663,"FL","UNNAMED",1985,6,11,"Unknown",25.748,-80.619
302,1267,"FL","UNNAMED",1985,3,23,"Unknown",25.796,-80.451
303,54638,"FL","UNNAMED",1985,5,26,"Unknown",25.837,-80.527
304,5055,"FL","SOUTH 41",1985,12,18,"Prescribed Fire",25.858,-81.174
305,1779,"FL","UNNAMED",1985,2,19,"Unknown",25.871,-81.165
306,1285,"FL","UNNAMED",1985,2,3,"Unknown",25.986,-80.327
307,1096,"FL","UNNAMED",1985,2,3,"Unknown",25.986,-80.365
308,774,"FL","UNNAMED",1985,5,26,"Unknown",25.991,-80.386
309,1135,"FL","UNNAMED",1985,2,3,"Unknown",26.156,-80.962
310,2107,"FL","UNNAMED",1985,2,3,"Wildfire",26.157,-80.868
311,1114,"FL","UNNAMED",1985,2,3,"Unknown",26.218,-80.635
312,51504,"FL","ALLEY",1985,2,25,"Wildfire",26.222,-80.759
313,35018,"FL","UNNAMED",1985,2,3,"Wildfire",26.268,-80.626
314,1782,"FL","UNNAMED",1985,4,24,"Unknown",26.317,-80.845
315,1893,"FL","UNNAMED",1985,2,3,"Unknown",26.319,-80.717
316,881,"FL","UNNAMED",1985,3,7,"Unknown",26.324,-80.868
317,1172,"FL","UNNAMED",1985,10,8,"Wildfire",26.449,-81.777
318,1783,"FL","UNNAMED",1985,5,26,"Wildfire",26.596,-81.032
319,611,"FL","UNNAMED",1985,2,19,"Unknown",26.615,-81.024
320,1374,"FL","UNNAMED",1985,2,10,"Unknown",26.816,-81.87
321,510,"FL","UNNAMED",1985,2,10,"Wildfire",26.831,-81.935
322,1354,"FL","UNNAMED",1985,1,9,"Unknown",26.856,-81.881
323,730,"FL","UNNAMED",1985,1,9,"Unknown",26.864,-81.94
324,648,"FL","UNNAMED",1985,2,10,"Wildfire",26.869,-81.558
325,4688,"FL","UNNAMED",1985,2,10,"Unknown",26.877,-81.661
326,1186,"FL","UNNAMED",1985,2,10,"Unknown",26.878,-81.424
327,2412,"FL","UNNAMED",1985,2,10,"Unknown",26.906,-81.548
328,907,"FL","UNNAMED",1985,1,9,"Unknown",26.915,-81.95
329,849,"FL","UNNAMED",1985,2,10,"Unknown",26.931,-81.198
330,1585,"FL","UNNAMED",1985,1,9,"Unknown",26.931,-81.895
331,1037,"FL","UNNAMED",1985,2,10,"Unknown",27.008,-82.341
332,536,"FL","UNNAMED",1985,2,10,"Unknown",27.081,-82.091
333,675,"FL","UNNAMED",1985,2,10,"Unknown",27.108,-81.735
334,707,"FL","UNNAMED",1985,6,18,"Wildfire",27.133,-82.23
335,1537,"FL","UNNAMED",1985,2,10,"Unknown",27.136,-81.536
336,2540,"FL","UNNAMED",1985,1,9,"Unknown",27.138,-81.64
337,720,"FL","UNNAMED",1985,2,10,"Unknown",27.141,-81.957
338,3647,"FL","UNNAMED",1985,9,22,"Wildfire",27.152,-82.269
339,3744,"FL","UNNAMED",1985,9,22,"Wildfire",27.154,-82.322
340,3375,"FL","UNNAMED",1985,2,10,"Unknown",27.157,-81.492
341,619,"FL","UNNAMED",1985,2,10,"Unknown",27.182,-81.703
342,2325,"FL","UNNAMED",1985,6,18,"Unknown",27.218,-82.177
343,1443,"FL","UNNAMED",1985,9,22,"Wildfire",27.23,-82.208
344,570,"FL","UNNAMED",1985,2,10,"Unknown",27.241,-82.038
345,1057,"FL","UNNAMED",1985,2,10,"Unknown",27.244,-82.107
346,765,"FL","UNNAMED",1985,2,10,"Wildfire",27.247,-81.099
347,1623,"FL","UNNAMED",1985,1,9,"Unknown",27.26,-81.556
348,1235,"FL","UNNAMED",1985,9,22,"Wildfire",27.26,-82.249
349,621,"FL","UNNAMED",1985,2,10,"Unknown",27.293,-82.019
350,555,"FL","UNNAMED",1985,2,10,"Unknown",27.39,-82.379
351,813,"FL","UNNAMED",1985,2,10,"Unknown",27.399,-80.753
352,532,"FL","UNNAMED",1985,2,10,"Unknown",27.418,-82.341
353,2834,"FL","UNNAMED",1985,2,10,"Unknown",27.502,-81.079
354,654,"FL","UNNAMED",1985,1,9,"Unknown",27.548,-81.577
355,1231,"FL","UNNAMED",1985,2,10,"Unknown",27.583,-81.996
356,1906,"FL","UNNAMED",1985,2,10,"Unknown",27.598,-81.115
